Umrechnung avg;category AVG;category HR;Value HR;HR;Number of Players;avg (Partition) 2;avg (Partition);avg;handedness;height (Partition);height;Group Top 100 AVG;Group Top 10 HR;Group Top 100 HR;Group Top 10 AVG;name;weight (Partition);weight
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Karl Best;Karl Best;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Keith Creel;Keith Creel;176;180
29,6;Top;Top;150-179;162;1;0.280 - 0.299;0.28;0,296;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Keith Hernandez;Keith Hernandez;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Keith Macwhorter;Keith Macwhorter;184;190
27,9;Top;Normal;120-149;121;1;0.260 - 0.279;0.26;0,279;right;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Keith Moreland;Keith Moreland;184;190
25,5;Normal;Normal;30-59;58;1;0.240 - 0.259;0.24;0,255;right;71.28;72;Andere;Andere;Andere;Ken Berry;Ken Berry;168;175
24,8;Normal;Normal;30-59;31;1;0.240 - 0.259;0.24;0,248;left;71.28;72;Andere;Andere;Andere;Ken Boswell;Ken Boswell;168;170
22,1;Normal;Normal;0-29;24;1;0.220 - 0.239;0.22;0,221;right;71.28;72;Andere;Andere;Andere;Ken Gerhart;Ken Gerhart;184;190
23,9;Normal;Normal;120-149;131;1;0.220 - 0.239;0.22;0,239;right;73.26;74;Andere;Andere;Andere;Ken Harrelson;Ken Harrelson;184;190
25,7;Normal;Normal;120-149;122;1;0.240 - 0.259;0.24;0,257;both;73.26;74;Andere;Andere;Andere;Ken Henderson;Ken Henderson;176;180
16,3;Normal;Normal;0-29;2;1;0.160 - 0.179;0.16;0,163;right;73.26;74;Andere;Andere;Andere;Ken Holtzman;Ken Holtzman;168;175
24,7;Normal;Normal;0-29;14;1;0.240 - 0.259;0.24;0,247;right;73.26;74;Andere;Andere;Andere;Ken Hubbs;Ken Hubbs;168;175
26,8;Normal;Normal;90-119;91;1;0.260 - 0.279;0.26;0,268;left;69.30;70;Andere;Andere;Andere;Ken Landreaux;Ken Landreaux;160;165
24,8;Normal;Top;150-179;156;1;0.240 - 0.259;0.24;0,248;right;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Ken McMullen;Ken McMullen;184;190
23,9;Normal;Normal;120-149;123;1;0.220 - 0.239;0.22;0,239;left;71.28;73;Andere;Andere;Andere;Ken Phelps;Ken Phelps;208;209
26;Normal;Normal;60-89;68;1;0.260 - 0.279;0.26;0,26;right;71.28;72;Andere;Andere;Andere;Ken Reitz;Ken Reitz;176;180
26,4;Normal;Normal;0-29;14;1;0.260 - 0.279;0.26;0,264;left;71.28;72;Andere;Andere;Andere;Ken Retzer;Ken Retzer;184;185
21,3;Normal;Normal;0-29;6;1;0.200 - 0.219;0.20;0,213;right;71.28;73;Andere;Andere;Andere;Ken Rudolph;Ken Rudolph;176;180
28,2;Top;Top;240-269;246;1;0.280 - 0.299;0.28;0,282;both;75.24;76;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Ken Singleton;Ken Singleton;208;210
22,7;Normal;Normal;0-29;5;1;0.220 - 0.239;0.22;0,227;right;67.32;69;Andere;Andere;Andere;Ken Suarez;Ken Suarez;168;175
23,1;Normal;Normal;0-29;11;1;0.220 - 0.239;0.22;0,231;right;71.28;73;Andere;Andere;Andere;Ken Walters;Ken Walters;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Kevin Bearse;Kevin Bearse;192;195
22,2;Normal;Normal;0-29;13;1;0.220 - 0.239;0.22;0,222;right;71.28;72;Andere;Andere;Andere;Kevin Bell;Kevin Bell;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Kevin Mmahat;Kevin Mmahat;216;220
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;72;Andere;Andere;Andere;Kevin Stanfield;Kevin Stanfield;184;190
23,9;Normal;Normal;0-29;12;1;0.220 - 0.239;0.22;0,239;right;69.30;71;Andere;Andere;Andere;Kiko Garcia;Kiko Garcia;176;180
23,6;Normal;Normal;0-29;27;1;0.220 - 0.239;0.22;0,236;right;71.28;72;Andere;Andere;Andere;Kurt Bevacqua;Kurt Bevacqua;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;69.30;71;Andere;Andere;Andere;Lafayette Currence;Lafayette Currence;168;175
28,7;Top;Normal;60-89;64;1;0.280 - 0.299;0.28;0,287;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Lamar Johnson;Lamar Johnson;208;215
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Larry Anderson;Larry Anderson;184;190
27,3;Normal;Normal;0-29;29;1;0.260 - 0.279;0.26;0,273;left;73.26;74;Andere;Andere;Andere;Larry Biittner;Larry Biittner;200;205
26;Normal;Normal;0-29;15;1;0.260 - 0.279;0.26;0,26;both;69.30;70;Andere;Andere;Andere;Larry Bowa;Larry Bowa;152;155
23,3;Normal;Normal;30-59;47;1;0.220 - 0.239;0.22;0,233;right;69.30;70;Andere;Andere;Andere;Larry Brown;Larry Brown;160;160
22,1;Normal;Normal;0-29;12;1;0.220 - 0.239;0.22;0,221;right;69.30;70;Andere;Andere;Andere;Larry Cox;Larry Cox;176;178
13,6;Normal;Normal;0-29;4;1;0.120 - 0.139;0.12;0,136;right;75.24;76;Andere;Andere;Andere;Larry Dierker;Larry Dierker;208;215
21,5;Normal;Normal;0-29;12;1;0.200 - 0.219;0.20;0,215;right;73.26;74;Andere;Andere;Andere;Larry Haney;Larry Haney;192;195
24,8;Normal;Normal;0-29;12;1;0.240 - 0.259;0.24;0,248;left;73.26;74;Andere;Andere;Andere;Larry Harlow;Larry Harlow;184;185
27,4;Normal;Normal;90-119;107;1;0.260 - 0.279;0.26;0,274;right;73.26;75;Andere;Andere;Andere;Larry Herndon;Larry Herndon;184;190
27,3;Normal;Top;150-179;166;1;0.260 - 0.279;0.26;0,273;right;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Larry Hisle;Larry Hisle;192;193
22,7;Normal;Normal;0-29;0;1;0.220 - 0.239;0.22;0,227;both;67.32;69;Andere;Andere;Andere;Larry Lintz;Larry Lintz;144;150
25,4;Normal;Normal;0-29;11;1;0.240 - 0.259;0.24;0,254;both;71.28;72;Andere;Andere;Andere;Larry Milbourne;Larry Milbourne;160;161
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Larry Monroe;Larry Monroe;200;200
26,3;Normal;Top;240-269;256;1;0.260 - 0.279;0.26;0,263;right;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Larry Parrish;Larry Parrish;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Larry Pashnick;Larry Pashnick;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Larry Rothschild;Larry Rothschild;176;180
23,2;Normal;Normal;30-59;36;1;0.220 - 0.239;0.22;0,232;left;71.28;72;Andere;Andere;Andere;Larry Stahl;Larry Stahl;168;175
25,3;Normal;Normal;0-29;20;1;0.240 - 0.259;0.24;0,253;right;67.32;68;Andere;Andere;Andere;Larvell Blanks;Larvell Blanks;160;167
28,6;Top;Normal;90-119;91;1;0.280 - 0.299;0.28;0,286;right;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Lee Lacy;Lee Lacy;168;175
26,7;Normal;Top;330-359;354;1;0.260 - 0.279;0.26;0,267;right;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Lee May;Lee May;192;195
25,9;Normal;Normal;90-119;93;1;0.240 - 0.259;0.24;0,259;both;71.28;73;Andere;Andere;Andere;Lee Mazzilli;Lee Mazzilli;176;180
25,5;Normal;Normal;90-119;106;1;0.240 - 0.259;0.24;0,255;left;73.26;74;Andere;Andere;Andere;Lee Thomas;Lee Thomas;192;195
25,3;Normal;Normal;30-59;37;1;0.240 - 0.259;0.24;0,253;left;75.24;76;Andere;Andere;Andere;Len Gabrielson;Len Gabrielson;208;210
23,4;Normal;Normal;30-59;30;1;0.220 - 0.239;0.22;0,234;left;73.26;74;Andere;Andere;Andere;Len Matuszek;Len Matuszek;184;190
25,7;Normal;Normal;0-29;27;1;0.240 - 0.259;0.24;0,257;both;69.30;70;Andere;Andere;Andere;Len Randle;Len Randle;168;169
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;69.30;71;Andere;Andere;Andere;Len Whitehouse;Len Whitehouse;168;175
23;Normal;Normal;0-29;25;1;0.220 - 0.239;0.22;0,23;right;67.32;69;Andere;Andere;Andere;Lenn Sakata;Lenn Sakata;160;160
25,1;Normal;Normal;0-29;5;1;0.240 - 0.259;0.24;0,251;right;71.28;72;Andere;Andere;Andere;Lenny Faedo;Lenny Faedo;168;170
25,7;Normal;Normal;90-119;118;1;0.240 - 0.259;0.24;0,257;right;69.30;71;Andere;Andere;Andere;Leo Cardenas;Leo Cardenas;144;150
27,7;Top;Normal;120-149;147;1;0.260 - 0.279;0.26;0,277;left;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Leon Durham;Leon Durham;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Leon Hooten;Leon Hooten;176;180
26,7;Normal;Normal;60-89;78;1;0.260 - 0.279;0.26;0,267;right;73.26;75;Andere;Andere;Andere;Leon Roberts;Leon Roberts;200;200
25;Normal;Normal;30-59;31;1;0.240 - 0.259;0.24;0,25;left;71.28;72;Andere;Andere;Andere;Leron Lee;Leron Lee;192;196
24,4;Normal;Normal;60-89;77;1;0.240 - 0.259;0.24;0,244;right;71.28;73;Andere;Andere;Andere;Leroy Stanton;Leroy Stanton;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Les Straker;Les Straker;192;193
29,3;Top;Normal;120-149;149;1;0.280 - 0.299;0.28;0,293;left;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Lou Brock;Lou Brock;168;170
24,7;Normal;Normal;60-89;65;1;0.240 - 0.259;0.24;0,247;right;71.28;73;Andere;Andere;Andere;Lou Clinton;Lou Clinton;184;185
25,8;Normal;Normal;30-59;48;1;0.240 - 0.259;0.24;0,258;right;69.30;71;Andere;Andere;Andere;Lou Johnson;Lou Johnson;168;170
29,1;Top;Normal;90-119;102;1;0.280 - 0.299;0.28;0,291;right;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Lou Piniella;Lou Piniella;176;182
23,6;Normal;Normal;30-59;37;1;0.220 - 0.239;0.22;0,236;right;67.32;69;Andere;Andere;Andere;Luis Aguayo;Luis Aguayo;168;173
21,4;Normal;Normal;0-29;5;1;0.200 - 0.219;0.20;0,214;right;67.32;69;Andere;Andere;Andere;Luis Alvarado;Luis Alvarado;160;162
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Luis Aponte;Luis Aponte;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;70;Andere;Andere;Andere;Luis Encarnacion;Luis Encarnacion;176;178
21;Normal;Normal;0-29;0;1;0.200 - 0.219;0.20;0,21;right;67.32;69;Andere;Andere;Andere;Luis Gomez;Luis Gomez;144;150
24,8;Normal;Normal;0-29;9;1;0.240 - 0.259;0.24;0,248;right;71.28;72;Andere;Andere;Andere;Luis Melendez;Luis Melendez;160;165
19,3;Normal;Normal;0-29;6;1;0.180 - 0.199;0.18;0,193;right;73.26;74;Andere;Andere;Andere;Luis Pujols;Luis Pujols;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Luis Quintana;Luis Quintana;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Luis Sanchez;Luis Sanchez;168;170
16,4;Normal;Normal;0-29;5;1;0.160 - 0.179;0.16;0,164;right;71.28;72;Andere;Andere;Andere;Luis Tiant;Luis Tiant;176;180
25,2;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,252;right;67.32;69;Andere;Andere;Andere;Lynn Jones;Lynn Jones;168;175
25,2;Normal;Normal;120-149;133;1;0.240 - 0.259;0.24;0,252;left;71.28;73;Andere;Andere;Andere;Mack Jones;Mack Jones;176;180
24,2;Normal;Normal;0-29;3;1;0.240 - 0.259;0.24;0,242;both;67.32;69;Andere;Andere;Andere;Manny Castillo;Manny Castillo;160;160
27,2;Normal;Normal;0-29;26;1;0.260 - 0.279;0.26;0,272;left;71.28;73;Andere;Andere;Andere;Manny Jimenez;Manny Jimenez;184;185
29,6;Top;Normal;60-89;65;1;0.280 - 0.299;0.28;0,296;right;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Manny Sanguillen;Manny Sanguillen;192;193
26,3;Normal;Normal;60-89;61;1;0.260 - 0.279;0.26;0,263;right;71.28;73;Andere;Andere;Andere;Manny Trillo;Manny Trillo;144;150
22,3;Normal;Normal;30-59;34;1;0.220 - 0.239;0.22;0,223;right;73.26;75;Andere;Andere;Andere;Marc Hill;Marc Hill;200;205
25,7;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,257;right;69.30;70;Andere;Andere;Andere;Mario Guerrero;Mario Guerrero;152;155
21,5;Normal;Normal;0-29;4;1;0.200 - 0.219;0.20;0,215;right;69.30;71;Andere;Andere;Andere;Mario Mendoza;Mario Mendoza;168;170
13,2;Normal;Normal;0-29;1;1;0.120 - 0.139;0.12;0,132;right;71.28;72;Andere;Andere;Andere;Mario Soto;Mario Soto;168;174
22,8;Normal;Normal;0-29;20;1;0.220 - 0.239;0.22;0,228;right;71.28;73;Andere;Andere;Andere;Mark Belanger;Mark Belanger;168;170
25,9;Normal;Normal;0-29;25;1;0.240 - 0.259;0.24;0,259;right;71.28;73;Andere;Andere;Andere;Mark Brouhard;Mark Brouhard;208;210
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;74;Andere;Andere;Andere;Mark Brown;Mark Brown;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Mark Ciardi;Mark Ciardi;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Mark Clear;Mark Clear;200;200
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Mark Esser;Mark Esser;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Mark Mercer;Mark Mercer;216;220
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Mark Smith;Mark Smith;208;215
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;72;Andere;Andere;Andere;Mark Souza;Mark Souza;176;180
24,3;Normal;Normal;0-29;3;1;0.240 - 0.259;0.24;0,243;right;71.28;72;Andere;Andere;Andere;Mark Wagner;Mark Wagner;160;165
24,3;Normal;Normal;0-29;0;1;0.240 - 0.259;0.24;0,243;both;71.28;72;Andere;Andere;Andere;Marty Martinez;Marty Martinez;168;170
24,6;Normal;Normal;0-29;22;1;0.240 - 0.259;0.24;0,246;right;69.30;71;Andere;Andere;Andere;Marty Perez;Marty Perez;160;160
25;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,25;right;71.28;72;Andere;Andere;Andere;Marv Breeding;Marv Breeding;168;175
24,7;Normal;Normal;30-59;40;1;0.240 - 0.259;0.24;0,247;left;69.30;71;Andere;Andere;Andere;Marvell Wynne;Marvell Wynne;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Matt Williams;Matt Williams;200;200
24,7;Normal;Normal;90-119;111;1;0.240 - 0.259;0.24;0,247;right;69.30;71;Andere;Andere;Andere;Max Alvis;Max Alvis;184;185
16;Normal;Normal;0-29;7;1;0.160 - 0.179;0.16;0,16;right;71.28;73;Andere;Andere;Andere;Mel Stottlemyre;Mel Stottlemyre;176;178
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Mel Stottlemyre;Mel Stottlemyre;184;190
24,7;Normal;Normal;0-29;8;1;0.240 - 0.259;0.24;0,247;left;69.30;71;Andere;Andere;Andere;Merritt Ranew;Merritt Ranew;168;170
27,1;Normal;Normal;60-89;66;1;0.260 - 0.279;0.26;0,271;right;69.30;70;Andere;Andere;Andere;Merv Rettenmund;Merv Rettenmund;184;190
21,3;Normal;Normal;0-29;0;1;0.200 - 0.219;0.20;0,213;right;67.32;69;Andere;Andere;Andere;Mick Kelleher;Mick Kelleher;176;176
25,9;Normal;Normal;30-59;32;1;0.240 - 0.259;0.24;0,259;right;69.30;70;Andere;Andere;Andere;Mickey Brantley;Mickey Brantley;176;180
28;Top;Normal;30-59;38;1;0.280 - 0.299;0.28;0,28;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Mickey Hatcher;Mickey Hatcher;200;200
24,1;Normal;Normal;0-29;14;1;0.240 - 0.259;0.24;0,241;right;69.30;71;Andere;Andere;Andere;Mickey Klutts;Mickey Klutts;168;170
11;Normal;Normal;0-29;0;1;0.100 - 0.119;0.10;0,11;both;71.28;73;Andere;Andere;Andere;Mickey Lolich;Mickey Lolich;168;170
29,5;Top;Normal;60-89;61;1;0.280 - 0.299;0.28;0,295;left;69.30;70;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Mickey Rivers;Mickey Rivers;160;165
24,8;Normal;Normal;90-119;117;1;0.240 - 0.259;0.24;0,248;right;71.28;73;Andere;Andere;Andere;Mickey Stanley;Mickey Stanley;184;185
26,5;Normal;Normal;0-29;6;1;0.260 - 0.279;0.26;0,265;both;71.28;72;Andere;Andere;Andere;Miguel Dilone;Miguel Dilone;160;160
24,6;Normal;Normal;0-29;28;1;0.240 - 0.259;0.24;0,246;right;73.26;74;Andere;Andere;Andere;Mike Anderson;Mike Anderson;200;200
25,8;Normal;Normal;60-89;66;1;0.240 - 0.259;0.24;0,258;right;73.26;75;Andere;Andere;Andere;Mike Andrews;Mike Andrews;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Mike Bacsik;Mike Bacsik;176;180
26,5;Normal;Normal;0-29;23;1;0.260 - 0.279;0.26;0,265;right;73.26;74;Andere;Andere;Andere;Mike Brown;Mike Brown;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Mike Brown;Mike Brown;192;195
22,9;Normal;Normal;0-29;5;1;0.220 - 0.239;0.22;0,229;left;69.30;70;Andere;Andere;Andere;Mike Brumley;Mike Brumley;192;195
22,9;Normal;Normal;0-29;2;1;0.220 - 0.239;0.22;0,229;right;71.28;72;Andere;Andere;Andere;Mike Champion;Mike Champion;184;185
25,8;Normal;Normal;30-59;34;1;0.240 - 0.259;0.24;0,258;left;71.28;72;Andere;Andere;Andere;Mike Cubbage;Mike Cubbage;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Mike Darr;Mike Darr;184;190
25,9;Normal;Normal;90-119;91;1;0.240 - 0.259;0.24;0,259;left;73.26;74;Andere;Andere;Andere;Mike Davis;Mike Davis;168;175
25,1;Normal;Normal;0-29;25;1;0.240 - 0.259;0.24;0,251;right;69.30;71;Andere;Andere;Andere;Mike de la Hoz;Mike de la Hoz;168;175
24,7;Normal;Normal;30-59;31;1;0.240 - 0.259;0.24;0,247;right;73.26;74;Andere;Andere;Andere;Mike Diaz;Mike Diaz;192;195
29,3;Top;Normal;90-119;118;1;0.280 - 0.299;0.28;0,293;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Mike Easler;Mike Easler;184;190
25;Normal;Normal;0-29;2;1;0.240 - 0.259;0.24;0,25;right;69.30;70;Andere;Andere;Andere;Mike Edwards;Mike Edwards;152;154
24,4;Normal;Normal;120-149;130;1;0.240 - 0.259;0.24;0,244;left;73.26;75;Andere;Andere;Andere;Mike Epstein;Mike Epstein;224;230
22,7;Normal;Normal;0-29;13;1;0.220 - 0.239;0.22;0,227;left;71.28;72;Andere;Andere;Andere;Mike Fiore;Mike Fiore;168;175
22;Normal;Normal;0-29;3;1;0.220 - 0.239;0.22;0,22;right;71.28;73;Andere;Andere;Andere;Mike Fischlin;Mike Fischlin;160;165
29;Top;Normal;60-89;80;1;0.280 - 0.299;0.28;0,29;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Mike Hargrove;Mike Hargrove;192;195
24,2;Normal;Normal;30-59;53;1;0.240 - 0.259;0.24;0,242;left;71.28;73;Andere;Andere;Andere;Mike Hegan;Mike Hegan;184;188
25,2;Normal;Normal;0-29;26;1;0.240 - 0.259;0.24;0,252;right;69.30;70;Andere;Andere;Andere;Mike Hershberger;Mike Hershberger;168;175
26,9;Normal;Normal;60-89;81;1;0.260 - 0.279;0.26;0,269;right;73.26;75;Andere;Andere;Andere;Mike Ivie;Mike Ivie;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;77.22;78;Andere;Andere;Andere;Mike Jones;Mike Jones;208;215
24,3;Normal;Normal;90-119;95;1;0.240 - 0.259;0.24;0,243;left;71.28;72;Andere;Andere;Andere;Mike Jorgensen;Mike Jorgensen;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;71.28;73;Andere;Andere;Andere;Mike Kinnunen;Mike Kinnunen;184;185
19,3;Normal;Normal;0-29;5;1;0.180 - 0.199;0.18;0,193;right;75.24;77;Andere;Andere;Andere;Mike Krukow;Mike Krukow;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Mike Loynd;Mike Loynd;208;210
24,7;Normal;Normal;90-119;90;1;0.240 - 0.259;0.24;0,247;left;71.28;72;Andere;Andere;Andere;Mike Lum;Mike Lum;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Mike Overy;Mike Overy;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Mike Parrott;Mike Parrott;208;210
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Mike Paxton;Mike Paxton;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Mike Pazik;Mike Pazik;192;195
24;Normal;Normal;0-29;11;1;0.240 - 0.259;0.24;0,24;left;71.28;72;Andere;Andere;Andere;Mike Phillips;Mike Phillips;168;170
24;Normal;Normal;0-29;2;1;0.240 - 0.259;0.24;0,24;both;71.28;73;Andere;Andere;Andere;Mike Ramsey;Mike Ramsey;168;170
22,6;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,226;right;71.28;72;Andere;Andere;Andere;Mike Richardt;Mike Richardt;168;170
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;76;Andere;Andere;Andere;Mike Rochford;Mike Rochford;200;205
19,3;Normal;Normal;0-29;28;1;0.180 - 0.199;0.18;0,193;right;73.26;74;Andere;Andere;Andere;Mike Ryan;Mike Ryan;200;205
22,6;Normal;Normal;0-29;5;1;0.220 - 0.239;0.22;0,226;right;67.32;69;Andere;Andere;Andere;Mike Sadek;Mike Sadek;160;165
26,7;Normal;Top;540+;548;1;0.260 - 0.279;0.26;0,267;right;73.26;74;Andere;Carl Yastrzemski, Darrell Evans, Dave Kingman und 7 mehr;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Mike Schmidt;Mike Schmidt;192;195
25,5;Normal;Normal;60-89;68;1;0.240 - 0.259;0.24;0,255;right;73.26;75;Andere;Andere;Andere;Mike Shannon;Mike Shannon;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Mike Smith;Mike Smith;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;79.20;80;Andere;Andere;Andere;Mike Smithson;Mike Smithson;208;215
26;Normal;Normal;0-29;6;1;0.260 - 0.279;0.26;0,26;left;69.30;71;Andere;Andere;Andere;Mike Squires;Mike Squires;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Mike Trujillo;Mike Trujillo;176;180
24,1;Normal;Normal;0-29;27;1;0.240 - 0.259;0.24;0,241;right;67.32;69;Andere;Andere;Andere;Mike Tyson;Mike Tyson;168;170
27,9;Top;Normal;30-59;34;1;0.260 - 0.279;0.26;0,279;right;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Mike Vail;Mike Vail;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;77;Andere;Andere;Andere;Mike Walters;Mike Walters;200;203
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Mike Warren;Mike Warren;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Mike Willis;Mike Willis;200;205
24,7;Normal;Normal;60-89;72;1;0.240 - 0.259;0.24;0,247;both;73.26;74;Andere;Andere;Andere;Mike Young;Mike Young;192;195
26,3;Normal;Normal;60-89;77;1;0.260 - 0.279;0.26;0,263;left;71.28;72;Andere;Andere;Andere;Milt May;Milt May;184;190
26,6;Normal;Normal;60-89;72;1;0.260 - 0.279;0.26;0,266;left;73.26;74;Andere;Andere;Andere;Mitchell Page;Mitchell Page;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;69.30;70;Andere;Andere;Andere;Narciso Elvira;Narciso Elvira;160;160
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;74;Andere;Andere;Andere;Nardi Contreras;Nardi Contreras;192;193
24,3;Normal;Top;150-179;173;1;0.240 - 0.259;0.24;0,243;right;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Nate Colbert;Nate Colbert;184;190
22,6;Normal;Normal;0-29;2;1;0.220 - 0.239;0.22;0,226;right;69.30;70;Andere;Andere;Andere;Nate Oliver;Nate Oliver;160;160
21,2;Normal;Normal;0-29;16;1;0.200 - 0.219;0.20;0,212;right;71.28;73;Andere;Andere;Andere;Ned Yost;Ned Yost;184;190
